myv_van_id,contact_type_name,datetime_canvassed,master_survey_question_name,master_survey_response_name
2613519,Paid Walk,2018-10-19 20:26:00 UTC,2018MSQ: D Ticket ID,2- Lean Democrat
3938144,Paid Walk,2018-10-13 17:43:00 UTC,2018MSQ: CandidNomin,2- Lean Democrat
38203596,Paid Walk,2018-09-18 19:14:00 UTC,2018MSQ: D Ticket ID,2- Lean Democrat
20576294,Paid Walk,2018-09-24 18:36:00 UTC,2018MSQ: D Ticket ID,2- Lean Democrat
3569340,SMS Text,2018-09-04 11:53:00 UTC,2018MSQ: CandidNomin,2- Lean Democrat
3768876,SMS Text,2018-02-18 12:13:00 UTC,2018MSQ: CandidNomin,2- Lean Democrat
538461,SMS Text,2018-09-04 17:12:00 UTC,2018MSQ: CandidNomin,2- Lean Democrat
3796351,SMS Text,2018-06-25 18:18:00 UTC,2018MSQ: CandidNomin,2- Lean Democrat
4144203,Phone,2018-03-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3976059,Phone,2018-10-04 19:27:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4192774,Phone,2018-09-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
5068992,Phone,2018-05-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3385757,Phone,2018-10-02 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3668176,Phone,2018-02-01 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
23176456,Phone,2018-10-30 21:02:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
2353589,Phone,2016-10-28 16:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3732388,Phone,2016-10-31 17:47:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
21636772,Phone,2016-10-13 20:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3871382,Phone,2018-11-05 12:09:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
23176456,Phone,2016-10-11 20:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31798180,Phone,2018-11-01 18:27:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3222073,Phone,2016-10-27 20:22:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3445708,Phone,2018-09-26 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3407676,Phone,2018-11-04 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2686117,Phone,2018-10-29 12:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3248074,Phone,2018-10-17 18:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2166587,Phone,2018-10-24 14:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20142359,Phone,2018-10-20 12:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
17246502,Phone,2018-10-10 18:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38452969,Phone,2018-10-27 17:32:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3699184,Phone,2018-10-28 15:44:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37394197,Phone,2018-10-26 18:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3552701,Phone,2018-10-25 15:22:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3093984,Phone,2018-10-31 13:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3839575,Phone,2018-10-20 17:48:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3355416,Phone,2018-10-22 15:34:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
17246502,Phone,2018-10-20 19:26:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4328789,Phone,2018-10-27 19:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
17363993,Phone,2018-10-29 14:51:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38786012,Phone,2018-10-28 17:26:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3220002,Phone,2018-10-16 20:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3380330,Phone,2018-10-31 14:40:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3967241,Phone,2018-10-29 16:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3541767,Phone,2018-10-02 19:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38193835,Phone,2018-11-01 13:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3977581,Phone,2018-10-18 18:23:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3339522,Phone,2018-10-11 18:17:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3967241,Phone,2018-10-21 18:55:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37506471,Phone,2018-10-27 13:24:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3597146,Phone,2018-10-22 17:50:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4006669,Phone,2018-11-03 14:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3548034,Phone,2018-10-27 12:09:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38184068,Phone,2018-10-16 19:28:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3993850,Phone,2018-10-20 14:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3814418,Phone,2018-10-29 16:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31835108,Phone,2018-10-24 16:10:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3339522,Phone,2018-10-11 18:17:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3424887,Phone,2018-10-26 19:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3741738,Phone,2018-10-26 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3222073,Phone,2018-10-11 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4095467,Phone,2018-10-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3388268,Phone,2018-11-05 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4133389,Phone,2018-11-04 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3887045,Phone,2018-10-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
17267401,Phone,2018-09-19 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
8915114,Phone,2018-11-04 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4651117,Phone,2018-09-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3248074,Phone,2018-10-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
9758492,Phone,2018-10-19 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
32354600,Phone,2018-10-28 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3403971,Phone,2018-10-20 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
2714357,Phone,2018-10-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4220098,Phone,2018-09-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
17993706,Phone,2018-10-25 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
13349675,Phone,2018-10-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37185587,Phone,2018-10-13 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3233569,Phone,2018-10-29 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3686051,Phone,2018-10-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3313330,Phone,2018-09-11 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
31831433,Phone,2018-10-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3252746,Phone,2018-10-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3921220,Phone,2018-10-31 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4099783,Phone,2018-11-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
29067897,Phone,2018-10-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3293878,Phone,2018-09-08 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3334059,Phone,2018-08-29 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
17993706,Phone,2018-11-05 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3733363,Phone,2018-10-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
32635054,Phone,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
32630190,Phone,2018-11-04 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37853077,Walk,2018-10-11 13:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
28993867,Walk,2018-09-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
31803917,Walk,2018-11-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4434745,Walk,2018-10-20 13:22:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3686051,Walk,2018-08-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3730502,Walk,2018-08-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4037763,Walk,2017-12-21 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20837115,Walk,2018-11-01 14:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3912109,Walk,2018-10-21 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3564885,Walk,2018-06-30 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3639514,Walk,2018-08-01 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4098433,Walk,2018-07-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20021412,Walk,2018-06-27 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20514555,Walk,2018-10-26 19:24:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3847006,Walk,2018-09-09 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
24319802,Walk,2018-10-03 13:43:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2347868,Walk,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3781954,Walk,2018-09-19 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4321581,Walk,2018-10-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
2129598,Walk,2018-08-01 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3991933,Walk,2018-09-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
11000096,Walk,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
17387475,Walk,2018-10-04 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
2650599,Walk,2018-10-21 19:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37282053,Walk,2018-09-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
13248676,Walk,2018-10-13 16:59:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20119288,Walk,2018-08-02 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4227979,Walk,2018-07-07 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37670326,Walk,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3707358,Walk,2018-10-13 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20410851,Walk,2018-08-13 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3569122,Walk,2018-09-16 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
38787879,Walk,2018-09-16 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31827279,Walk,2018-10-22 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20084365,Walk,2018-10-13 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20112930,Walk,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3352355,Walk,2018-03-04 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3631339,Walk,2018-08-01 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2324398,Walk,2018-08-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3858011,Walk,2018-10-21 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3448182,Walk,2018-10-20 16:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4328599,Walk,2018-11-03 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39053647,Walk,2018-08-24 00:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3967241,Walk,2018-10-26 18:12:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
16760690,Walk,2018-11-04 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3363535,Walk,2018-10-14 12:56:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20621751,Walk,2018-07-18 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
17387475,Walk,2018-09-08 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
405851,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3578414,Walk,2018-08-02 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39576890,Walk,2018-10-20 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3680193,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
12296226,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3093204,Walk,2018-11-03 20:03:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3801076,Walk,2018-11-05 18:11:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
10960412,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3441715,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3540346,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
37749589,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3232506,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3689238,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20279513,Walk,2016-09-13 19:49:00 UTC,2014MSQ: Downballot,1- Strong Democrat
13250077,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
13823556,Walk,2018-07-28 15:21:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3506326,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4276930,Walk,2018-09-26 19:58:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4327842,Walk,2018-09-15 10:41:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4250229,Walk,2018-11-05 20:27:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3640157,Walk,2018-08-12 13:39:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3877494,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3287420,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3506326,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3063157,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3411758,Walk,2018-10-07 17:55:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31830481,Walk,2018-09-13 18:57:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20058510,Walk,2018-09-25 20:12:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3143141,Walk,2018-08-07 18:58:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3388268,Walk,2018-07-08 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
11847464,Walk,2018-07-08 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
13561997,Walk,2018-09-30 17:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3768318,Walk,2018-09-26 17:53:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20202676,Walk,2018-10-23 14:49:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
6921325,Walk,2018-09-07 13:50:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4422571,Walk,2018-09-19 20:07:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2352218,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
16328156,Walk,2018-11-04 16:26:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4186236,Walk,2018-08-18 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4295127,Walk,2018-10-30 16:37:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39346065,Walk,2018-10-18 13:51:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31357471,Walk,2018-09-17 19:10:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3572114,Walk,2018-08-12 16:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
32071912,Walk,2018-08-21 17:31:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
33653070,Walk,2018-10-21 20:02:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4524304,Walk,2018-08-07 16:14:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4415621,Walk,2018-07-02 20:23:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
13765382,Walk,2018-10-26 18:06:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4495383,Walk,2018-09-23 20:02:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4327842,Walk,2018-10-25 19:09:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3695177,Walk,2018-10-31 15:36:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29992102,Walk,2018-10-10 19:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3938495,Walk,2018-10-08 15:48:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4099061,Walk,2018-10-31 19:58:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
40473733,Walk,2018-10-28 16:50:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
30128987,Walk,2018-10-17 18:37:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2324398,Walk,2018-09-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3987612,Walk,2018-10-10 19:23:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39007633,Walk,2018-08-28 17:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39573627,Walk,2018-10-06 14:19:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3355416,Walk,2018-10-26 18:34:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
14506006,Walk,2018-09-20 19:10:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13658808,Walk,2018-10-21 19:54:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3576807,Walk,2018-09-30 18:20:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3463530,Walk,2018-08-04 16:05:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39010339,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
4524304,Walk,2018-08-17 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3650249,Walk,2018-10-08 18:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3576984,Walk,2018-10-15 20:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38183743,Walk,2018-07-15 16:50:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
39597461,Walk,2018-10-15 20:25:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3540346,Walk,2018-03-10 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
2127978,Walk,2018-09-12 16:59:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3406958,Walk,2018-08-10 17:33:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13433688,Walk,2018-10-10 21:08:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39591277,Walk,2018-10-03 17:38:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4434047,Walk,2018-09-04 14:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4197646,Walk,2018-09-12 13:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3392565,Walk,2018-08-25 13:03:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29062423,Walk,2018-10-29 14:34:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31809623,Walk,2018-09-27 18:46:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3346916,Walk,2018-10-14 17:04:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
23539758,Walk,2018-09-30 22:53:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20766594,Walk,2018-09-18 18:43:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
2352218,Walk,2018-08-09 17:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38090726,Walk,2018-10-11 19:29:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
13379282,Walk,2018-11-02 17:09:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3637027,Walk,2018-07-28 16:29:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4275728,Walk,2018-08-31 14:21:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3567444,Walk,2018-10-19 15:36:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
20836665,Walk,2018-10-14 16:48:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39873386,Walk,2018-09-20 18:50:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3342729,Walk,2018-10-06 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
32628591,Walk,2018-10-16 13:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3540346,Walk,2018-10-15 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3733076,Walk,2018-10-25 19:38:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3741872,Walk,2018-09-27 18:46:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3420235,Walk,2018-09-23 18:55:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3420235,Walk,2018-10-08 18:40:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3626271,Walk,2018-10-10 20:07:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
40401848,Walk,2018-10-14 20:03:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
40664989,Walk,2018-10-17 17:57:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
21639276,Walk,2018-09-10 13:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3727279,Walk,2018-10-12 14:34:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
39058907,Walk,2018-10-10 17:36:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3600889,Walk,2018-10-04 18:13:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4067171,Walk,2018-10-26 20:19:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3488613,Walk,2018-09-25 18:36:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
1270975,Walk,2018-10-14 16:33:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3568394,Walk,2018-08-19 12:40:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
20022535,Walk,2018-09-13 19:00:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
19282132,Walk,2018-10-04 17:08:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3993850,Walk,2018-07-29 18:21:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37680043,Walk,2018-09-21 16:33:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4294670,Walk,2018-11-01 18:36:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3944003,Walk,2018-10-28 19:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3346294,Walk,2018-10-07 19:46:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38427680,Walk,2018-09-20 17:18:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3306376,Walk,2018-09-26 19:29:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3571676,Walk,2018-08-09 14:45:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3250188,Walk,2018-09-12 12:30:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3779170,Walk,2018-10-20 19:28:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
40464448,Walk,2018-10-26 16:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
38436059,Walk,2018-09-30 19:24:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4073346,Walk,2018-09-27 17:31:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
33034627,Walk,2018-09-26 19:09:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
31787984,Walk,2018-09-19 17:50:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3750558,Walk,2018-10-14 18:52:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4654323,Walk,2018-08-24 00:00:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
3870882,Walk,2018-10-28 16:56:00 UTC,2018MSQ: CandidNomin,1- Strong Democrat
11326537,Walk,2018-11-05 19:41:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4139554,Walk,2018-09-17 19:11:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3420235,Walk,2018-09-23 18:55:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
15207787,Walk,2018-10-25 19:48:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
32288471,Walk,2018-09-19 20:32:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3641745,Walk,2018-11-02 20:58:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
4089982,Walk,2018-10-27 14:17:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
37394197,Walk,2018-10-01 19:03:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3640253,Walk,2018-09-20 18:51:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3751388,Walk,2018-08-18 17:38:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3582118,Walk,2018-10-22 17:40:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
3568688,Walk,2018-10-16 13:42:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
29080355,Walk,2018-10-30 17:25:00 UTC,2018MSQ: D Ticket ID,1- Strong Democrat
